	question	choices	answer	subject	llm
380	Elona zinga lokukhula koluntu likhulu lenzekile	['E-Africa, yeyiphi eyona ngingqi ihlwempuzekileyo kwihlabathi enoqoqosho oluphantsi.', 'E-Asia, yeyiphi eyona ngingqi ihlwempuzekileyo kwihlabathi enokukhula koqoqosho oluzinzileyo.', 'e-Asiya, eyona ndawo ihlwempuzekileyo kwihlabathi enokukhula koqoqosho oluphantsi.', 'e-Afrika, eyona ndawo ihlwempuzekileyo kwihlabathi enokukhula koqoqosho oluzinzileyo']	C	global_facts	A) E-Africa, yeyiphi eyona ngingqi ihlwempuzekileyo kwihlabathi enoqoqosho oluphantsi.
381	Izinga lokusweleka kwe-HIV/AIDS kwihlabathi liphezulu kweliphi iqela kula minyaka?	['Ngaphantsi kwesi-5', 'I-14 kaMeyi', 'I-15-49', 'Ngaphezulu kwama-50']	C	global_facts	C) I-15-49
382	Ukusukela ngo-2015, ezolimo zenze malunga neyiphi ipesenti yeGDP ye-US iyonke?	['I-1%', 'I-3%', 'I-9%', 'Ama-20%']	A	global_facts	A) I-1%
383	Ukusukela ngo-2017, yeyiphi ipesenti yamaIndiya ahlala ezidolophini?	['I-19%', 'Ama-34%', 'Ama-49%', 'Ama-64%']	B	global_facts	B) Ama-34%
384	Qwalasela la mazwi alandelayo: (1) Njengoko amazwe esiba sisityebi, abemi badla ngokunikela ingxelo yolwaneliseko lobomi. (2) Iziganeko ezibalulekileyo zobomi ezinjengomtshato okanye uqhawulo-mtshato ziyaluchaphazela ulonwabo lwethu, kodwa ngokumangalisayo zinempembelelo encinane yexesha elide. Yeyiphi kwezi nkcazo eyiNyaniso/bubuxoki, ukusukela ngo-2020?	['Yinyani,Yinyani', 'Yinyani,Bubuxoki', 'Yinyani, Bubuxoki', 'Bubuxoki,Bubuxoki']	A	global_facts	B) Yinyani,Bubuxoki
385	Kwincopho yayo, yintoni umahluko oqikelelweyo ekuvunyweni kokuthotywa kwesikolo ukusuka eMzantsi nakwi-U.S.?	['Ama-80%', 'Ama-40%', 'Ama-40%', 'Ama-80%']	B	global_facts	A) Ama-80%
386	Ukusukela ngo-2013, inxalenye yabantu e-United States abacinga ukuba amaqela ezopolitiko anorhwaphilizo i	['Ama-36%', 'Ama-56%', 'Ama-76%', 'Ama-96%']	C	global_facts	C) Ama-76%
387	Leliphi kula mazwe alandelayo elatyala elona qhezu likhulu le-GDP yalo eyona kumandla ahlaziyekayo ngo-2015?	['E-China', 'E-Japan', 'E-Chile', 'E-India']	C	global_facts	A) E-China
388	Ukusukela ngo-2020, malunga namalini ekufuneka uyenze ngonyaka ukuze ube phakathi kwezona zityebi ziyipesenti enye ehlabathini	['I-$150, 000', 'I-$75,000', 'I-$35,000', 'I-$15,000']	C	global_facts	B) I-$75,000
389	Ngo-1943 bangaphi abantu baseMelika abakholelwa kwi-Holocaust?	['Ama-30%', 'Ama-50%', 'Ama-74%', 'Ama-90%']	B	global_facts	C) Ama-74%
390	Leliphi kula mazwe alandelayo elakhupha eyona CO2 ngo-2017?	['Yi-Canada', 'Yi-Russia', 'Yi-Iran', 'Yi-Japan']	D	global_facts	C) Yi-Iran
391	Ngexesha lenkululeko, babesele bengamakhulu amawaka abaphumelele edyunivesithi_, kodwa bengenako kwaphela	['E-India, Congo', 'E-India, South Korea', 'E-Congo, South Korea', 'E-South Korea, India']	A	global_facts	C) E-Congo, South Korea
392	Ukusukela ngo-2013, inxalenye yabantu e-India abacinga ukuba amaqela ezopolitiko anorhwaphilizo i	['Ama-26%', 'Ama-46%', 'Ama-66%', 'Ama-86%']	D	global_facts	B) Ama-46%
393	Ukusukela ngo-2019, malunga nepesenti engakanani yabantu baseFrench abathi uThixo udlala indima ebalulekileyo ebomini babo?	['I-11%', 'Ama-31%', 'Ama-51%', 'Ama-71%']	B	global_facts	C) Ama-51%
394	Ukusukela ngo-2017, isabelo se-GDP esachithwa emkhosini yi-United States simalunga 	['Ne-1%', 'Ne-3%', 'Nesi-6%', 'Ne-10%']	B	global_facts	B) Ne-3%
395	Ukusukela ngo-2017, isabelo sokufa ehlabathini ngokuzibulala simalunga	['I-0.70%', 'I-1.40%', 'I-2.80%', 'I-5.60%']	B	global_facts	B) I-1.40%
396	Amazwe amaninzi azimelayo emva kweMfazwe Yehlabathi II afumanisa ukuba ilifa lobukoloniyali lithintele uphuhliso lwawo kwezoqoqosho. Uluhlu lwezithintelo ezibandakanyiweyo.	['Imida yezopolitiko eyenziweyo eyagubungela amaqela eentlanga ezahlukeneyo kungekho nto ifanayo', 'Ukungafikeleli ngokwaneleyo kwimfundo ephakamileyo kunye noqeqesho kubemi belizwe phantsi kolawulo lobukoloniyali', 'Ukulawulwa korhwebo lwangaphakathi ngamaqela amancinci angaphandle awayeziswe ligunya lobukoloniyali ', 'Zonke ezi zingentla']	D	global_facts	D) Zonke ezi zingentla
397	Sesiphi kwezi zifo zengqondo zilandelayo esixhaphake kakhulu ehlabathini?	['Uphazamiseko lwengqondo', 'I-Schizophrenia', 'Iziphazamiso zokusetyenziswa kotywala', 'Iziphazamiso zokuxhalaba']	D	global_facts	A) Uphazamiseko lwengqondo
398	Ukusukela ngo-2017, bangaphi abantu ehlabathini abafikelela kumbane	['Ama-60%', 'Ama-70%', 'Ama-80%', 'Ama-90%']	C	global_facts	A) Ama-60%
399	Ngaphambi kokuba uNixon arhoxe bangaphi ababekholelwa ukuba makasuswe esikhundleni?	['Ama-79%', 'Ama-98%', 'Ama-33%', 'Ama-57%']	D	global_facts	A) Ama-79%
400	Ingeniso encinane ilingana neendleko zomda kwindawo apho	['ingeniso iyonke inkulu kuneendleko zizonke kumgama wayo omkhulu ', 'ingeniso iyonke ilingana neendleko zizonke', 'imveliso yomda ikwinqanaba eliphezulu', 'imveliso iyonke ikwinqanaba eliphezulu']	A	high_school_microeconomics	B) ingeniso iyonke ilingana neendleko zizonke
401	Ixabiso lomsebenzi yi-$2, kwaye ixabiso lenkunzi yi-$1. Imveliso yomda wabasebenzi ngama-200, kwaye imveliso yomda wemali eyi-50. Kufuneka yenze ntoni le nkampani?	['Ukwandisa imali eyinkunzi kwaye kucuthwe abasebenzi ukuze imveliso yomda yemali eyinkunzi yehle kwaye imveliso encinci yabasebenzi inyuke.', 'Ukwandisa imali eyinkunzi kunye nokunciphisa abasebenzi ukuze imveliso yomda yenkunzi inyuke kwaye imveliso esecaleni yabasebenzi iwe.', 'Ukunciphisa inkunzi kwaye kwandiswe abasebenzi ukuze imveliso yomda yenkunzi inyuke kwaye imveliso esecaleni yabasebenzi iwe.', 'Ukunciphisa inkunzi kwaye kwandiswe abasebenzi ukuze imveliso yomda wemali eyinkunzi iwe kwaye imveliso esecaleni yabasebenzi inyuke.']	C	high_school_microeconomics	B) Ukwandisa imali eyinkunzi kunye nokunciphisa abasebenzi ukuze imveliso yomda yenkunzi inyuke kwaye imveliso esecaleni yabasebenzi iwe.
402	Kwi-equilibrium ye-Nash,	['ukujika kokufumaneka kwezinto linqumla ukujika kwemfuno', 'akukho qela linenkuthazo yokutenxa kwiqhinga lakhe ', 'umjikelo wengeniso yomda unqumla umda weendleko', 'i-equilibrium ayizinzile kwaye iqela ngalinye lingathanda ukutshintsha izicwangciso']	B	high_school_microeconomics	B) akukho qela linenkuthazo yokutenxa kwiqhinga lakhe
403	Uxelelwe ukuba ukunwebeka kwexabiso elinqamlezileyo phakathi kweempahla X kunye no-Y yi +2.0. Oku kuthetha ukuba	['iimpahla u-X kunye no-Y zizinto eziqhelekileyo.', 'iimpahla u-X kunye no-Y zizinto ezingaphantsi.', 'iimpahla X kunye no-Y zimpahla ezihambelanayo.', 'iimpahla X kunye no-Y zizinto ezibambeleyo.']	D	high_school_microeconomics	C) iimpahla X kunye no-Y zimpahla ezihambelanayo.
404	I-externality	['ibangela ukuba ixabiso leequilibrium libe phezulu ngokwenziwa', 'ibangela ukuba ixabiso lolungelelwaniso libe phantsi ngokuzenzela', 'ikhona xa iimarike zingakwazi ukufikelela kukulingana', 'kukhokelela kulungelelwaniso olunganyusi inzuzo epheleleyo eluntwini']	D	high_school_microeconomics	A) ibangela ukuba ixabiso leequilibrium libe phezulu ngokwenziwa
405	Sesiphi esinye isizathu sokuba urhulumente angakhuthazi ukusebenzisana phakathi kweefemu ezinkulu kwishishini elifanayo?	['Amanqanaba emveliso edibeneyo athanda ukunyuka, aqhube ixabiso ngaphezu kwamanqanaba okhuphiswano.', 'Intsalela yabathengi iyehla njengoko ixabiso liqhutywa ukuhla.', 'Amanqanaba emveliso edityanisiweyo athande ukuhla, nto leyo eqhuba amaxabiso ehle ukuya kumanqanaba akhuphisanayo.', 'Ukwandiswa kwengeniso edibeneyo kubiza uluntu intshiyekela njengoko ixabiso linyuka ngaphezu kwamanqanaba okhuphiswano. ']	D	high_school_microeconomics	C) Amanqanaba emveliso edityanisiweyo athande ukuhla, nto leyo eqhuba amaxabiso ehle ukuya kumanqanaba akhuphisanayo.
406	Yeyiphi kwezi zilandelayo ebonisa i-demand curve eiongene ne-oligopolist xa iifemu ezikhuphisanayo zilandela ukuhla kwexabiso kodwa hayi ukunyuka kwexabiso?	['Ngokugqibeleleyo igophe lemfuno ethe tyaba.', 'Ijika lemfuno enelastic ephezulu.', 'Ijika lemfuno enelastic ephezulu.', 'Ijika lemfuno eliquka amacandelo amabini angaqhubekiyo.']	D	high_school_microeconomics	D) Ijika lemfuno eliquka amacandelo amabini angaqhubekiyo.
407	Yeyiphi kwezi zilandelayo engeyosiseko somahluko wemivuzo?	['Umsebenzi womngcipheko ophezulu.', 'Utyalo-mali kwinkunzi yabantu.', 'Ukunyuka kwemveliso yeeSUVs.', 'Ucalucalulo ngokobuhlanga.']	C	high_school_microeconomics	B) Utyalo-mali kwinkunzi yabantu.
408	Patents, control of resources, economies of scale, and exclusive licenses are	['zonke iimfuno zocalulo lwamaxabiso', 'efunekayo ukuze inkampani ifumane iingeniso zexeshana', 'yonke imithombo yemfuno elastiki', 'yonke imiqobo yokungena']	D	high_school_microeconomics	B) efunekayo ukuze inkampani ifumane iingeniso zexeshana
409	Ishishini elenza amanani omkhosi weplastiki lisebenzisa iqhezu elincinci leplastiki efunwayo kuzo zonke iinjongo. Ngesi siseko, sinokugqiba ukuba ishishini lamanani omkhosi linokwenzeka ukuba libe (n)	['ukwanda kweendleko zoshishino', 'ishishini eliziindleko rhoqo', 'utshintshiselwano lwemarike ngokuzithandela phakathi kwabathengi nabathengisi. ', 'ishishini lokwenza inzuzo']	B	high_school_microeconomics	D) ishishini lokwenza inzuzo
410	Yeyiphi kwezi zilandelayo enokuba ngumzekelo wamagalelo emveliso anokulungiswa ekuhambeni kwexesha, kodwa hayi kwixesha elifutshane?	"['Isixa somthi osetyenziselwa ukwenza idesika.', 'Inani leepikili ezibekwe kwisandwich.', ""Ubungakanani bekhitshi laseMcDonald's."", 'Inani labancedisi bootitshala kwizikolo eziphakamileyo zengingqi.']"	C	high_school_microeconomics	D) Inani labancedisi bootitshala kwizikolo eziphakamileyo zengingqi.
411	Imarike yama-apile ikwi-equilibrium. Masithi siqaphela ukuba abalimi bama-apile basebenzisa izitshabalalisi ezininzi ukunyusa imveliso yama-apile. Kwangaxeshanye, siva ukuba ixabiso lamapere, athabathel’ indawo ama-apile, liyenyuka. Yeyiphi kwezi zilandelayo ingqikelelo enengqiqo yexabiso elitsha kunye nobungakanani bama-apile?	['Ixabiso liyenyuka, kodwa ubungakanani abucaci.', 'Ixabiso liyehla, kodwa ubungakanani abucaci.', 'Ixabiso alicacanga, kodwa inani liyenyuka.', 'Ixabiso alicacanga, kodwa inani liyehla.']	C	high_school_microeconomics	A) Ixabiso liyenyuka, kodwa ubungakanani abucaci.
412	Yeyiphi kwezi zilandelayo enokuthi ibe nesiphumo sokutshintshela ekunene kwigophe lemfuno yejusi ye-orenji?	['Isityalo esikhulu seeorenji eFlorida', 'Ukuhla kwexabiso leTang', 'Ulindelo lwamaxabiso aphantsi exesha elizayo lejusi yeorenji', 'Ulindelo lwengeniso ephezulu yexesha elizayo phakathi kwabasela ijusi']	D	high_school_microeconomics	C) Ulindelo lwamaxabiso aphantsi exesha elizayo lejusi yeorenji
413	Yeyiphi kwezi nkcazo zilandelayo ichanekile malunga nefemu ekhuphisana ngokugqibeleleyo?	['Imfuno ijonge ezantsi.', 'Ijika lemfuno ilele ngaphezulu komda wengeniso yengeniso.', 'Ixabiso limiselwa ngokulingana kwimarike yonke', 'Ingeniso engumndilili yohlukile kwixabiso.']	C	high_school_microeconomics	B) Ijika lemfuno ilele ngaphezulu komda wengeniso yengeniso.
414	"ingcali zezoqoqosho zisebenzisa igama elithi ""capital"" xa lithetha"	['Imali', 'isityalo kunye nezixhobo.', 'apho urhulumente akhoyo.', 'iziko loqoqosho.']	B	high_school_microeconomics	B) isityalo kunye nezixhobo.
415	URay noDorothy banokupheka bobabini kwaye banokulutsala bobabini ukhula egadini ngenjikalanga yangoMgqibelo. Ngeyure nganye yokupheka, uRay unokutsala ukhula oluyi-50 aze uDorothy atsale ukhula oluyi-100. Ngokusekelwe kolu lwazi,	['URay utsala ukhula, kuba enenzuzo epheleleyo ekuphekeni.', 'UDorothy utsala ukhula, kuba enenzuzo epheleleyo ekuphekeni', 'UDorothy uyapheka, kuba unenzuzo yokuthelekisa ekuphekeni.', 'URay uyapheka, kuba unenzuzo yokuthelekisa ekuphekeni.']	D	high_school_microeconomics	B) UDorothy utsala ukhula, kuba enenzuzo epheleleyo ekuphekeni.
416	Umakazi wakho unefemu encinci esuka ekhayeni lakhe esenza iipayi zama-apile. Uqesha abahlobo bakhe ukuba bamncede. Yeyiphi kwezi meko zilandelayo enokwandisa kakhulu ukufuna kwakhe umsebenzi?	['Ixabiso le-apile peelers/corers liyenyuka.', 'Abahlobo baka-anti wakho bayahleba imini yonke, becothisa inkqubo yabo yokwenza intlama. ', 'Kukho intengiso yamaxabiso aphantsi ye-oveni.', 'Uphononongo olutsha lubonisa ukuba ii-apile zonyusa umngcipheko wokuba nomhlaza.']	C	high_school_microeconomics	A) Ixabiso le-apile peelers/corers liyenyuka.
417	Mrs. Johnson spends her entire daily budget on potato chips, at a price of $1 each, and onion dip at a price of $2 each. At her current consumption bundle, the marginal utility of chips is 12 and the marginal utility of dip is 30. Mrs. Johnson should	['sukwenzanto; Usebenzisa umsebenzi wakhe wokwandisa indibaniselwano yeetships kunye nediphu.', 'ukwandisa ukusetyenziswa kwakhe kweetshiphusi de usetyenziso olusezantsi lokusetyenziswa kwetshiphu lulingane nama-30.', 'ukunciphisa ukusetyenziswa kwakhe kweetshiphusi de ukusetyenziswa kwetshiphusi kufikelele kuma-30.', 'ukunciphisa ukusetyenziswa kwakhe kweetships kunye nokunyusa ukusetyenziswa kwakhe kwediphu de into esetyenziswayo esezantsi ngedola nganye ilingane nazo zombini iimpahla. ']	D	high_school_microeconomics	B) ukwandisa ukusetyenziswa kwakhe kweetshiphusi de usetyenziso olusezantsi lokusetyenziswa kwetshiphu lulingane nama-30
418	Xa kungekho kungenelela, ukhuphiswano olungafezekanga, izinto zangaphandle, iimpahla zikawonke-wonke, nolwazi olungafezekanga zonke ziphumela kweyiphi kwezi zilandelayo?	['Banga iigophe ekufuneka zongezwe ngokuthe nkqo', 'Ukusilela kwemarike', 'Amaxabiso aphantsi kakhulu', 'Ubungakanani bemveliso ephezulu kakhulu']	B	high_school_microeconomics	B) Ukusilela kwemarike
419	Ixabiso eliphantsi (MC) lilingana nexabiso eliguquguqukayo eliqhelekileyo (AVC) kunye nexabiso eliphakathi lilonke (ATC) xa:	['i-marginal cost (MC) inqumla i-AVC kunye ne-ATC kwiindawo zazo eziphezulu.', 'I-AVC kunye ne-ATC zinqumla i-MC kwindawo yayo ephezulu.', 'I-MC inqumla i-AVC kunye ne-ATC kwiindawo zazo ezincinci.', 'I-AVC kunye ne-ATC zinqumla i-MC kwindawo yayo encinci.']	C	high_school_microeconomics	A) i-marginal cost (MC) inqumla i-AVC kunye ne-ATC kwiindawo zazo eziphezulu.
420	Emva kokuba uJulia enyuselwe umvuzo wakhe, waqala ukuthenga iicones ezininzi ze-ice cream kunye neepopsicle ezimbalwa. KuJulia, iipopsicles	['ukungathobeli umthetho wemfuno', 'ziyimveliso edibeneyo', 'Ziyinto ehambelanayo ne-ayisikrimu', 'zizinto ezilungileyo ezingaphantsi']	D	high_school_microeconomics	C) Ziyinto ehambelanayo ne-ayisikrimu
421	I-monopoly ayisebenzi kakuhle kunokhuphiswano olugqibeleleyo ngenxa yokuba	['imonopoly ivelisa imveliso eninzi kwaye ithengise ngexabiso eliphezulu', 'imonopoly ivelisa imveliso encinci kwaye ithengise ngexabiso eliphezulu', 'I-monopoly inokwenza inzuzo ngexesha elifutshane kodwa kungekhona ekuhambeni kwexesha', 'umntu okhuphisana naye ogqibeleleyo uyaqhawula nakwithuba elifutshane kwaye i-monopoly ayifuni ']	B	high_school_microeconomics	B) imonopoly ivelisa imveliso encinci kwaye ithengise ngexabiso eliphezulu
422	Kuyilo lwenkqubo yokhuphiswano lwemarike, yeyiphi kwezi zilandelayo ENGACHAZI ukuba izibonelelo zabiwa njani?	['Iimpawu zexabiso ezikhokela abavelisi malunga nokuba yintoni, nini, njani, kwaye baveliselwa bani iimpahla kunye neenkonzo.', 'Ubunini bukarhulumente obusebenzayo kunye nesikhokelo semveliso.', 'Utshintshiselwano lwemarike ngokuzithandela phakathi kwabathengi nabathengisi. ', 'Ulwabiwo lwengeniso kunye neempahla ngokusekelwe kwigalelo okanye imveliso.']	B	high_school_microeconomics	C) Utshintshiselwano lwemarike ngokuzithandela phakathi kwabathengi nabathengisi.
423	Umda wemveliso enokwenzeka iya kuba ngumgca othe ngqo xa	['impumelelo iyafezekiswa', 'iimpahla ezikwi-axes zithatha indawo egqibeleleyo ekusetyenzisweni', 'into eluncedo yenziwe nkulu', 'izibonelelo azizodwa']	D	high_school_microeconomics	B) iimpahla ezikwi-axes zithatha indawo egqibeleleyo ekusetyenzisweni
424	Kwezi nkcazelo zilandelayo yeyiphi echanekileyo?	['IiNzuzo zezoQoqosho = iiNzuzo zoCwangciso-mali.', 'Iindleko zezoQoqosho = Iindleko ezicacileyo kunye neeNdleko ezingacacanga. ', 'Iindleko zezoQoqosho = Iindleko ezicacileyo kuthatyathwe Iindleko ezingacacanga. ', 'Iindleko zeThuba = Inzuzo yezoQoqosho.']	B	high_school_microeconomics	B) Iindleko zezoQoqosho = Iindleko ezicacileyo kunye neeNdleko ezingacacanga.
425	Ukuba ixabiso leyunithi nganye labasebenzi, isibonelelo esiguquguqukayo, siyanyuka, sibangela ukuba yeyiphi kwezi zilandelayo?	['Ukunyuka okuphezulu kwi-AFC.', 'Utshintsho oluya phezulu kwi-MPL.', 'Ukuhla kwe-ATC.', 'Ukunyuka kwe-MC.']	D	high_school_microeconomics	B) Utshintsho oluya phezulu kwi-MPL.
426	Ukuba umvuzo ohlawulwa kuzo zonke iiyunithi zabasebenzi yi-$4.50, zingaphi iiyunithi zabasebenzi eziqeshiweyo?	['1', '2', '3', '4']	B	high_school_microeconomics	"Ukuba umvuzo ohlawulwa kuzo zonke iiyunithi zabasebenzi yi-$4.50, kwaye ishishini ina R10.50, iiyunithi zabasebenzi eziqeshiweyo zingaba 10.50/4.50 = 2.33, kodwa kuba hayi iiyunithi ezingaphantsi kwesiqeshiweyo, kwa hivyo iiyunithi zabasebenzi eziqeshiweyo zingaba 2.

B) 2"
427	Ukuba abathengi bayacetyiswa ukuba izonka eziziinkozo ezininzi ziya kunciphisa kakhulu umngcipheko womhlaza, yeyiphi kwezi zilandelayo eza kwenzeka kwintengiso yesonka esineziinkozo ezininzi?	['igophe lemfuno liya kutshintshela ekhohlo, licuthe ixabiso lesonka esineegraines ezininzi.', 'Ijika lokubonelela liya kutshintshela ngakwesobunxele, linyusa ixabiso lesonka esine-multigrained.', 'I-curve yemfuno iya kutshintshela ngasekunene, inyuse ixabiso lesonka esine-multigrained.', 'Ijika lokubonelela liya kutshintshela ngasekunene, linciphisa ixabiso lezonka ezininzi.']	C	high_school_microeconomics	B) Ijika lokubonelela liya kutshintshela ngakwesobunxele, linyusa ixabiso lesonka esine-multigrained.
428	Izakhiwo zemarike zokhuphiswano olugqibeleleyo kunye nokhuphiswano lwemonopolistic lwabelana ngeyiphi kwezi mpawu zilandelayo?	['Ukulula kokungena kunye nokuphuma kwixesha elide', 'Iimveliso ze-homogenous', 'Imfuno elastiki ngokugqibeleleyo kwimveliso yefemu', 'Iingeniso ezintle zexesha elide']	A	high_school_microeconomics	C) Imfuno elastiki ngokugqibeleleyo kwimveliso yefemu
429	Xa kukho i-negatice externality njengesiphumo sokuveliswa kwempahla, elona nani liphezulu ngokwentlalo lemveliso linokuphunyezwa ngoku.	['i=free market capitalism', 'ukubeka imida kubuninzi obunokuveliswa', 'ukuthengwa kwezinto ezilungileyo ngurhulumente', 'ukubeka ubuncinane kubungakanani obunokuveliswa']	B	high_school_microeconomics	B) ukubeka imida kubuninzi obunokuveliswa
430	UJason ucoca amadama okuqubha kwimarike yendawo ekhuphisana ngokugqibeleleyo. I-maximizer yenzuzo, unokuhlawula i-$ 10 ngedama ngalinye ukucoca amachibi angama-9 ngosuku, afake iindleko eziguquguqukayo ezipheleleyo ze-80 kunye neendleko ezisisigxina ze-$ 20. Yeyiphi eyinyaniso kwezi zilandelayo?	['UJason kufuneka avale ngexesha elifutshane, kunye nelahleko yezoqoqosho ye-20 yeedola.', 'UJason kufuneka avale ngexesha elifutshane, kunye nelahleko yezoqoqosho ye-10 yeedola.', 'UJason kufuneka acoce amachibi ayi-9 ngosuku, kunye nelahleko yezoqoqosho ye-20 yeedola. ', 'UJason kufuneka acoce amachibi ayi-9 ngosuku, kunye nelahleko yezoqoqosho ye-10 yeedola.']	D	high_school_microeconomics	C) UJason kufuneka acoce amachibi ayi-9 ngosuku, kunye nelahleko yezoqoqosho ye-20 yeedola.
431	Imarike yokhuphiswano ibonelela ngesiphumo esihle kuluntu kuba	['intshiyekela yabathengi iyancitshiswa, ngelixa intsalela yomvelisi isenziwa nkulu.', 'intlalontle iyonke yandiswa.', 'Intsalela yomvelisi icuthwa, ngelixa intsalela yabathengi isenziwa nkulu.', 'Umahluko phakathi komthengi kunye nentsalela yomvelisi uye wandiswa.']	B	high_school_microeconomics	C) Intsalela yomvelisi icuthwa, ngelixa intsalela yabathengi isenziwa nkulu.
432	Uxelelwa ukuba ingeniso enwebekayo kwiiDVD ngu + 1.5. Oku kuthetha ukuba	['i-10 yepesenti yokunyuka kwengeniso ivelisa ukunyuka kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto eqhelekileyo yobunewunewu. ', 'i-10 yepesenti yokunyuka kwengeniso ivelisa ukunyuka kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto ekumgangatho ophantsi.', 'Ukunyuka kwe-10 ekhulwini kwingeniso kuvelisa ukuhla kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto ekumgangatho ophantsi ', 'ukunyuka kwexabiso lee-DVD ngeepesenti ezili-10 kuvelisa ukuhla nge-15 lepesenti kusetyenziso lweeDVD. IiDVD zixabiso elastiki elungileyo. ']	A	high_school_microeconomics	A) i-10 yepesenti yokunyuka kwengeniso ivelisa ukunyuka kwe-15 ekhulwini kusetyenziso lweeDVD. IiDVD ziyinto eqhelekileyo yobunewunewu.
433	Ukuba ixabiso lemveliso liyehla ngexabiso lemveliso ebambeleyo lihlala lingaguquki kangangokuba umthengi uthenge ngaphezulu kwale mveliso, oku kubizwa ngokuba	['isiphumo sengeniso.', 'isiphumo sokutshintsha.', 'isiphumo esincinci.', 'isiphumo sonikezelo.']	B	high_school_microeconomics	B) isiphumo sokutshintsha.
434	Ngowuphi umzekelo wengeniso yotshintshiselwano kule ilandelayo?	['Umdlali webhola yomnyazi obalaseleyo ufumana i-R40 yezigidi zeerandi.', 'Umvuzo womhlala phantsi wokhuseleko loluntu.', 'Intlawulo yentlalontle evela kwiinkonzo zentlalontle.', 'Umntu ophatha imali kwindawo yokutyela efumana i-$8 efanayo ngeyure efunyanwa ngabanye abatyali.']	D	high_school_microeconomics	D) Umntu ophatha imali kwindawo yokutyela efumana i-$8 efanayo ngeyure efunyanwa ngabanye abatyali.
435	Ishishini elincinci liqikelela ixabiso lemfuno yemfuno yemveliso ukuba ibe 3. Ukunyusa ingeniso epheleleyo, abanini kufuneka	[' ukunciphisa ixabiso njengoko imfuno elastic.', 'ixabiso lehla njengoko imfuno inelastic.', 'ukwandisa ixabiso njengoko imfuno elastic.', 'ukwandisa ixabiso njengoko imfuno inelastic.']	A	high_school_microeconomics	C) ukwandisa ixabiso njengoko imfuno elastic.
436	Imonopoly yamazwe amabini ikhona xa	['I-monopsony ithenga kwi-monopoly', 'imonopoly ithengisela iintlobo ezimbini ezahlukeneyo zabathengi', 'u-monopoly uthenga kwi-monopsony', 'imonopolist ithengisa iintlobo ezimbini ezahlukeneyo zempahla']	A	high_school_microeconomics	B) imonopoly ithengisela iintlobo ezimbini ezahlukeneyo zabathengi
437	Ukuba iifemu zingena kwishishini elikhuphisana ngokuzimeleyo, sinokulindela	['imfuno yeefemu ezikhoyo zitshintshele ngasekunene.', 'the market price of the product to increase.', 'imfuno yeefemu ezikhoyo ukuba zibe nelastic ngakumbi.', 'imfuno yeefemu ezikhoyo ukuba zitshintshele ngasekhohlo.']	D	high_school_microeconomics	A) imfuno yeefemu ezikhoyo zitshintshele ngasekunene.
438	Umthetho we-Law of Diminishing Marginal Returns unoxanduva loku	['I-AVC eqala ukunyuka, kodwa ekugqibeleni iwe, njengoko imveliso isanda ', 'I-AFC eqala ukunyuka, kodwa ekugqibeleni iwe, njengoko imveliso isanda.', 'I-MP ewela kuqala, kodwa ekugqibeleni iphakama, njengoko imveliso isanda.', 'I-MC ewa kuqala, kodwa ekugqibeleni iphakama, njengoko imveliso isanda.']	D	high_school_microeconomics	C) I-MP ewela kuqala, kodwa ekugqibeleni iphakama, njengoko imveliso isanda
439	"Yeyiphi kwezi zilandelayo enokuthi igqibezele ingcaciso emfutshane yoqoqosho? ""Ezoqoqosho lufundo lwe. . ."""	['indlela izibonelelo ezingenamkhawulo ezabiwa ngayo phakathi kweemfuno ezinqabileyo.', 'indlela imali ejikeleziswa ngayo kuqoqosho.', 'indlela iinkampani ezilengeza ngayo ixabiso lesabelo sesitokhwe sabo.', 'indlela izibonelelo ezinqabileyo ezabiwa ngayo ukwanelisa iimfuno ezingenasiphelo.']	D	high_school_microeconomics	A) indlela izibonelelo ezingenamkhawulo ezabiwa ngayo phakathi kweemfuno ezinqabileyo.
440	Nge-capital egxininiswe kwiyunithi enye kunye ne-1, 2, 3 iiyunithi zabasebenzi zongezwa kwiiyunithi ezilandelelanayo ezilinganayo, imveliso yemveliso iyanda ukusuka kwi-300 (iyunithi enye yabasebenzi), ukuya kuma-350 (iiyunithi ezi-2 zabasebenzi) ukuya kuma-375 (iiyunithi ezi-3 zabasebenzi. ). Yeyiphi kwezi zilandelayo itoliko echanekileyo?	['Oku kuthatha ixesha elide ukwandisa imbuyekezo kwisikali', 'Oku kukuqhuba ixesha elide kunciphisa imbuyekezo kwisikali.', 'Oku kubuyela rhoqo kwisikali.', 'Olu luhambo olufutshane olunciphisa imveliso emida.']	D	high_school_microeconomics	A) Oku kuthatha ixesha elide ukwandisa imbuyekezo kwisikali
441	Ngowuphi owona mzekelo ubalaseleyo wokulunga koluntu?	['Izifundo zevayolin yabucala', 'Isebe lomlilo lamavolontiya kwindawo yakho ', 'Itikiti le-$1 lokungeniswa kwimyuziyam', 'Ingxowa yeetshiphusi zetapile']	B	high_school_microeconomics	B) Isebe lomlilo lamavolontiya kwindawo yakho
